"id","part_number","description","material","dimensions","category_raw","category_master","cost","currency","vendor_name","updated_at","source_file","source_system","price_per_unom","raw_json","vault_engineer_name","vault_vault_file_name","vault_revision_no","invoice_description_raw","sap_revision_no","sap_cad_file","po_vendor_name","sap_category","vault_checkout_status","po_description_raw","invoice_due_date","powerbi_abc_class","sap_drawing_no","powerbi_category","sap_engineer_name","invoice_vendor_name","invoice_unit_price","po_delivery_date","vault_material","sap_spec_material","sap_storage_location","invoice_qty_supplied","sap_currency","powerbi_criticality_index","category","sap_approval_status","vault_cad_type","vault_notes","sap_spec_weight","sap_created_date","sap_spec_grade","powerbi_description","powerbi_powerbi_flag","invoice_remarks","po_currency","po_po_no","sap_spec_tolerance","sap_active_flag","sap_sub_category","sap_price_per_uom","powerbi_avg_lead_time_days","sap_commodity_code","powerbi_risk_rating","vault_lifecycle_state","po_order_date","sap_vendor_code","sap_order_uom","sap_material_type","sap_plant","sap_spec_dimensions","powerbi_material","powerbi_sub_category","po_remarks","invoice_invoice_no","sap_valuation_type","sap_is_standard_part","sap_material_group","sap_spec_finish","invoice_invoice_date","vault_file_size_mb","sap_description_clean","po_qty_ordered","vault_category","vault_dimensions","sap_stock_qty","po_price_per_unit","sap_purchase_uom","vault_created_date","sap_material_code","vault_sub_category","invoice_currency","vault_last_modified","powerbi_utilization_score","powerbi_analysis_comment","sap_description_raw","sap_vendor_name","vault_drawing_no","powerbi_movement_frequency","user_dimensions","user_material","user_description","user_category","user_source_system","is_standard_part","revision_no","material_group","spec_dimensions","checkout_status","price_per_uom","utilization_score","spec_grade","movement_frequency","spec_tolerance","description_raw","risk_rating","all_sources","powerbi_flag","stock_qty","material_2","vendor_code","storage_location","sub_category","notes","description_clean","commodity_code","engineer_name","active_flag","drawing_no","lifecycle_state","cad_file","part_number_2","purchase_uom","analysis_comment","ocr_text","file_size_mb","criticality_index","avg_lead_time_days","order_uom","cad_type","plant","last_modified","valuation_type","abc_class","spec_finish","spec_weight","approval_status","spec_material","page","created_date","vault_file_name","sources","powerbi_material_2","sap_part_number_2","vault_material_2"
90,"P0090","SS316 Valve 38x132 mm","ROH","38x132","Hydraulic","Hydraulic",NULL,"USD","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0090.ipt","A","NaN","A","part_0090.step","NaN","Hydraulic","Checked Out","NaN","NaN","A","DRW0090","Hydraulic","Kumar","NaN","NaN","NaN","SS316","SS316","SL37","NaN","USD",NULL,"Hydraulic","Approved","IPT","Update model","4.02","01-02-2020","A2","SS316 Valve 38x132 mm","Low","NaN","NaN","NaN","±0.38 mm","YES","Valve","3118.86","50.0","78655905.0","C","Obsolete","NaN","V487","BOX","ROH","2000.0","38x132 mm","SS316","Valve","NaN","NaN","Standard","YES","Hydraulic","Anodized","NaN","18.12","SS316 Valve 38x132 mm","NaN","Hydraulic","38x132 mm","102.0","NaN","EA","01-02-2020","M0090","Valve","NaN","02-02-2024",NULL,"Consider alternate sourcing","SS316 Valve 38x132 mm","ABC Industries","DRW0090",NULL,NULL,NULL,NULL,NULL,NULL,"YES","A","Hydraulic","38x132 mm","Checked Out","3118.86",NULL,"A2",NULL,"±0.38 mm","SS316 Valve 38x132 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","102.0","SS316","V487","SL37","Valve","Update model","SS316 Valve 38x132 mm","78655905.0","Priya","YES","DRW0090","Obsolete","part_0090.step","M0090","EA","Consider alternate sourcing",NULL,"18.12",NULL,"50.0","BOX","IPT","2000.0","02-02-2024","Standard","A","Anodized","4.02","Approved","SS316","NaN","01-02-2020","P0090.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 Valve 38x132 mm""}]","SS316","M0090","SS316"
91,"P0091","SS304 Coupler 36x62 mm","ROH","36x62","Hydraulic","Hydraulic",NULL,"INR","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0091.ipt","A","NaN","A","part_0091.step","NaN","Hydraulic","Checked In","NaN","NaN","B","DRW0091","Hydraulic","John","NaN","NaN","NaN","SS304","SS304","SL14","NaN","INR","4.0","Hydraulic","Approved","DWG","Update model","3.42","25-12-2023","SS304","SS304 Coupler 36x62 mm","Medium","NaN","NaN","NaN","±0.13 mm","YES","Coupler","1663.02",NULL,"82911991.0","C","Obsolete","NaN","V653","BOX","ROH","2000.0","36x62 mm","SS304","Coupler","NaN","NaN","Standard","NO","Hydraulic","Polished","NaN","4.56","SS304 Coupler 36x62 mm","NaN","Hydraulic","36x62 mm","632.0","NaN","EA","25-12-2023","M0091","Coupler","NaN","20-05-2021",NULL,"High stock movement","SS304 Coupler 36x62 mm","MechSolutions","DRW0091",NULL,NULL,NULL,NULL,NULL,NULL,"NO","A","Hydraulic","36x62 mm","Checked In","1663.02",NULL,"SS304",NULL,"±0.13 mm","SS304 Coupler 36x62 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","632.0","SS304","V653","SL14","Coupler","Update model","SS304 Coupler 36x62 mm","82911991.0","Arun","YES","DRW0091","Obsolete","part_0091.step","M0091","EA","High stock movement",NULL,"4.56","4.0",NULL,"BOX","DWG","2000.0","20-05-2021","Standard","B","Polished","3.42","Approved","SS304","NaN","25-12-2023","P0091.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS304 Coupler 36x62 mm""}]","SS304","M0091","SS304"
92,"P0092","Cast Iron Stepper Motor 50x165 mm","ROH","50x165","Motor","Motor",NULL,"USD","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Kumar","P0092.ipt","B","NaN","B","part_0092.step","NaN","Motor","Checked In","NaN","NaN","A","DRW0092","Motor","Suresh","NaN","NaN","NaN","Cast Iron","Cast Iron","SL29","NaN","USD",NULL,"Motor","Under Review","STEP",NULL,"5.37","10-08-2022","SS316","Cast Iron Stepper Motor 50x165 mm","Low","NaN","NaN","NaN","±0.91 mm","YES","Stepper Motor","1719.31","46.0","48354669.0","A","Under Review","NaN","V923","BOX","ROH","3000.0","50x165 mm","Cast Iron","Stepper Motor","NaN","NaN","Batch","YES","Motor","Polished","NaN","18.68","Cast Iron Stepper Motor 50x165 mm","NaN","Motor","50x165 mm","251.0","NaN","KG","10-08-2022","M0092","Stepper Motor","NaN","03-06-2023",NULL,"Consider alternate sourcing","Cast Iron Stepper Motor 50x165 mm","ElectroWorks","DRW0092",NULL,NULL,NULL,NULL,NULL,NULL,"YES","B","Motor","50x165 mm","Checked In","1719.31",NULL,"SS316",NULL,"±0.91 mm","Cast Iron Stepper Motor 50x165 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","251.0","Cast Iron","V923","SL29","Stepper Motor",NULL,"Cast Iron Stepper Motor 50x165 mm","48354669.0","Kumar","YES","DRW0092","Under Review","part_0092.step","M0092","KG","Consider alternate sourcing",NULL,"18.68",NULL,"46.0","BOX","STEP","3000.0","03-06-2023","Batch","A","Polished","5.37","Under Review","Cast Iron","NaN","10-08-2022","P0092.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Cast Iron Stepper Motor 50x165 mm""}]","Cast Iron","M0092","Cast Iron"
93,"P0093","SS304 Temperature Sensor 49x135 mm","ROH","49x135","Sensor","Sensor",NULL,"EUR","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0093.ipt","B","NaN","B","part_0093.step","NaN","Sensor","Checked Out","NaN","NaN","B","DRW0093","Sensor","Suresh","NaN","NaN","NaN","SS304","SS304","SL13","NaN","EUR","4.0","Sensor","Pending","IPT","Check interference","2.22","08-08-2021","A4","SS304 Temperature Sensor 49x135 mm","Medium","NaN","NaN","NaN","±0.49 mm","NO","Temperature Sensor","4423.6","24.0","26201714.0","A","Released","NaN","V491","KG","ROH","2000.0","49x135 mm","SS304","Temperature Sensor","NaN","NaN","Batch","YES","Sensor","Zinc Plated","NaN","20.8","SS304 Temperature Sensor 49x135 mm","NaN","Sensor","49x135 mm","1029.0","NaN","MTR","08-08-2021","M0093","Temperature Sensor","NaN","17-09-2023",NULL,"Consider alternate sourcing","SS304 Temperature Sensor 49x135 mm","ElectroWorks","DRW0093",NULL,NULL,NULL,NULL,NULL,NULL,"YES","B","Sensor","49x135 mm","Checked Out","4423.6",NULL,"A4",NULL,"±0.49 mm","SS304 Temperature Sensor 49x135 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1029.0","SS304","V491","SL13","Temperature Sensor","Check interference","SS304 Temperature Sensor 49x135 mm","26201714.0","Arun","NO","DRW0093","Released","part_0093.step","M0093","MTR","Consider alternate sourcing",NULL,"20.8","4.0","24.0","KG","IPT","2000.0","17-09-2023","Batch","B","Zinc Plated","2.22","Pending","SS304","NaN","08-08-2021","P0093.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS304 Temperature Sensor 49x135 mm""}]","SS304","M0093","SS304"
94,"P0094","Nylon Temperature Sensor 25x159 mm","ROH","25x159","Sensor","Sensor",NULL,"USD","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Arun","P0094.ipt","C","NaN","C","part_0094.step","NaN","Sensor","Checked Out","NaN","NaN","A","DRW0094","Sensor","Meena","NaN","NaN","NaN","Nylon","Nylon","SL7","NaN","USD","5.0","Sensor","Pending","IPT","Check interference","10.31","28-01-2023","SS304","Nylon Temperature Sensor 25x159 mm","Medium","NaN","NaN","NaN","±0.07 mm","NO","Temperature Sensor","3476.88","16.0","79135914.0","C","Released","NaN","V422","BOX","ROH","2000.0","25x159 mm","Nylon","Temperature Sensor","NaN","NaN","Standard","YES","Sensor",NULL,"NaN","8.18","Nylon Temperature Sensor 25x159 mm","NaN","Sensor","25x159 mm","1955.0","NaN","EA","28-01-2023","M0094","Temperature Sensor","NaN","11-04-2023","0.93","Part used frequently","Nylon Temperature Sensor 25x159 mm","Global Metals","DRW0094",NULL,NULL,NULL,NULL,NULL,NULL,"YES","C","Sensor","25x159 mm","Checked Out","3476.88","0.93","SS304",NULL,"±0.07 mm","Nylon Temperature Sensor 25x159 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Medium","1955.0","Nylon","V422","SL7","Temperature Sensor","Check interference","Nylon Temperature Sensor 25x159 mm","79135914.0","Arun","NO","DRW0094","Released","part_0094.step","M0094","EA","Part used frequently",NULL,"8.18","5.0","16.0","BOX","IPT","2000.0","11-04-2023","Standard","A",NULL,"10.31","Pending","Nylon","NaN","28-01-2023","P0094.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Nylon Temperature Sensor 25x159 mm""}]","Nylon","M0094","Nylon"
95,"P0095","Steel Coupling 48x12 mm","HALB","48x12","Pipe Fitting","Pipe Fitting",NULL,"EUR","ABC Industries","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Kumar","P0095.ipt","A","NaN","A","part_0095.step","NaN","Pipe Fitting","Checked Out","NaN","NaN","A","DRW0095","Pipe Fitting","Arun","NaN","NaN","NaN","Steel","Steel","SL32","NaN","EUR","3.0","Pipe Fitting","Pending","STEP","Verify with drawing","6.35","05-04-2022","A2","Steel Coupling 48x12 mm","Low","NaN","NaN","NaN","±0.50 mm","NO","Coupling","3985.7","27.0","21299297.0","A","Obsolete","NaN","V181","BOX","HALB","2000.0","48x12 mm","Steel","Coupling","NaN","NaN","Batch","YES","Pipe Fitting","Polished","NaN","1.47","Steel Coupling 48x12 mm","NaN","Pipe Fitting","48x12 mm","404.0","NaN","EA","05-04-2022","M0095","Coupling","NaN","06-06-2024","0.62","High stock movement","Steel Coupling 48x12 mm","ABC Industries","DRW0095",NULL,NULL,NULL,NULL,NULL,NULL,"YES","A","Pipe Fitting","48x12 mm","Checked Out","3985.7","0.62","A2",NULL,"±0.50 mm","Steel Coupling 48x12 mm","A","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","404.0","Steel","V181","SL32","Coupling","Verify with drawing","Steel Coupling 48x12 mm","21299297.0","Kumar","NO","DRW0095","Obsolete","part_0095.step","M0095","EA","High stock movement",NULL,"1.47","3.0","27.0","BOX","STEP","2000.0","06-06-2024","Batch","A","Polished","6.35","Pending","Steel","NaN","05-04-2022","P0095.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Steel Coupling 48x12 mm""}]","Steel","M0095","Steel"
96,"P0096","SS304 Ball Bearing 15x60 mm","ROH","15x60","Bearing","Bearing",NULL,"EUR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Priya","P0096.ipt","A","NaN","A","part_0096.step","NaN","Bearing","Checked Out","NaN","NaN","C","DRW0096","Bearing","Priya","NaN","NaN","NaN","SS304","SS304","SL21","NaN","EUR","2.0","Bearing","Approved","IPT","Verify with drawing","2.25","19-06-2020","A2","SS304 Ball Bearing 15x60 mm","High","NaN","NaN","NaN","±0.26 mm","NO","Ball Bearing","3144.11",NULL,"32588855.0","B","Released","NaN","V185","BOX","ROH","3000.0","15x60 mm","SS304","Ball Bearing","NaN","NaN","Batch","YES","Bearing","Polished","NaN","0.69","SS304 Ball Bearing 15x60 mm","NaN","Bearing","15x60 mm","1558.0","NaN","EA","19-06-2020","M0096","Ball Bearing","NaN","23-05-2024","0.77",NULL,"SS304 Ball Bearing 15x60 mm","Prime Engineering","DRW0096","87.0",NULL,NULL,NULL,NULL,NULL,"YES","A","Bearing","15x60 mm","Checked Out","3144.11","0.77","A2","87.0","±0.26 mm","SS304 Ball Bearing 15x60 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","1558.0","SS304","V185","SL21","Ball Bearing","Verify with drawing","SS304 Ball Bearing 15x60 mm","32588855.0","Priya","NO","DRW0096","Released","part_0096.step","M0096","EA",NULL,NULL,"0.69","2.0",NULL,"BOX","IPT","3000.0","23-05-2024","Batch","C","Polished","2.25","Approved","SS304","NaN","19-06-2020","P0096.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS304 Ball Bearing 15x60 mm""}]","SS304","M0096","SS304"
97,"P0097","SS316 U Bracket 27x66 mm","FERT","27x66","Bracket","Bracket",NULL,"EUR","Prime Engineering","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0097.ipt","D","NaN","D","part_0097.step","NaN","Bracket","Checked In","NaN","NaN","B","DRW0097","Bracket","Kumar","NaN","NaN","NaN","SS316","SS316","SL40","NaN","EUR","1.0","Bracket","Under Review","DWG","Check interference","1.69","27-07-2021","SS316","SS316 U Bracket 27x66 mm","Low","NaN","NaN","NaN","±0.49 mm","YES","U Bracket","3234.47","80.0","60403355.0","C","Obsolete","NaN","V783","EA","FERT","1000.0","27x66 mm","SS316","U Bracket","NaN","NaN","Standard","NO","Bracket",NULL,"NaN","14.21","SS316 U Bracket 27x66 mm","NaN","Bracket","27x66 mm","947.0","NaN","KG","27-07-2021","M0097","U Bracket","NaN","26-10-2023","0.29","Check vendor lead time","SS316 U Bracket 27x66 mm","Prime Engineering","DRW0097","7.0",NULL,NULL,NULL,NULL,NULL,"NO","D","Bracket","27x66 mm","Checked In","3234.47","0.29","SS316","7.0","±0.49 mm","SS316 U Bracket 27x66 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","947.0","SS316","V783","SL40","U Bracket","Check interference","SS316 U Bracket 27x66 mm","60403355.0","John","YES","DRW0097","Obsolete","part_0097.step","M0097","KG","Check vendor lead time",NULL,"14.21","1.0","80.0","EA","DWG","1000.0","26-10-2023","Standard","B",NULL,"1.69","Under Review","SS316","NaN","27-07-2021","P0097.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""SS316 U Bracket 27x66 mm""}]","SS316","M0097","SS316"
98,"P0098","Copper Washer 27x145 mm","FERT","27x145","Fastener","Fastener",NULL,"INR","Global Metals","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Suresh","P0098.ipt","C","NaN","C","part_0098.step","NaN","Fastener","Checked In","NaN","NaN","B","DRW0098","Fastener","Kumar","NaN","NaN","NaN","Copper","Copper","SL3","NaN","INR","1.0","Fastener","Pending","DWG",NULL,"14.38","12-07-2022","SS316","Copper Washer 27x145 mm","High","NaN","NaN","NaN","±0.18 mm","YES","Washer","3196.97",NULL,"98993430.0","B","In Work","NaN","V546","KG","FERT","2000.0","27x145 mm","Copper","Washer","NaN","NaN","Batch","NO","Fastener","Polished","NaN","12.44","Copper Washer 27x145 mm","NaN","Fastener","27x145 mm","1674.0","NaN","MTR","12-07-2022","M0098","Washer","NaN","07-09-2021","0.04",NULL,"Copper Washer 27x145 mm","Global Metals","DRW0098",NULL,NULL,NULL,NULL,NULL,NULL,"NO","C","Fastener","27x145 mm","Checked In","3196.97","0.04","SS316",NULL,"±0.18 mm","Copper Washer 27x145 mm","B","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","High","1674.0","Copper","V546","SL3","Washer",NULL,"Copper Washer 27x145 mm","98993430.0","Suresh","YES","DRW0098","In Work","part_0098.step","M0098","MTR",NULL,NULL,"12.44","1.0",NULL,"KG","DWG","2000.0","07-09-2021","Batch","B","Polished","14.38","Pending","Copper","NaN","12-07-2022","P0098.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Copper Washer 27x145 mm""}]","Copper","M0098","Copper"
99,"P0099","Steel Temperature Sensor 29x75 mm","FERT","29x75","Sensor","Sensor",NULL,"USD","MechSolutions","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"Kumar","P0099.ipt","D","NaN","D","part_0099.step","NaN","Sensor","Checked In","NaN","NaN","B","DRW0099","Sensor","Suresh","NaN","NaN","NaN","Steel","Steel","SL12","NaN","USD",NULL,"Sensor","Approved","STEP","Update model","9.73","18-12-2020","EN8","Steel Temperature Sensor 29x75 mm","Low","NaN","NaN","NaN","±0.22 mm","YES","Temperature Sensor","3934.04","51.0","68504766.0","C","Obsolete","NaN","V860","EA","FERT","1000.0","29x75 mm","Steel","Temperature Sensor","NaN","NaN","Standard","YES","Sensor",NULL,"NaN","1.21","Steel Temperature Sensor 29x75 mm","NaN","Sensor","29x75 mm","1813.0","NaN","MTR","18-12-2020","M0099","Temperature Sensor","NaN","27-02-2024",NULL,NULL,"Steel Temperature Sensor 29x75 mm","MechSolutions","DRW0099","89.0",NULL,NULL,NULL,NULL,NULL,"YES","D","Sensor","29x75 mm","Checked In","3934.04",NULL,"EN8","89.0","±0.22 mm","Steel Temperature Sensor 29x75 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","1813.0","Steel","V860","SL12","Temperature Sensor","Update model","Steel Temperature Sensor 29x75 mm","68504766.0","Kumar","YES","DRW0099","Obsolete","part_0099.step","M0099","MTR",NULL,NULL,"1.21",NULL,"51.0","EA","STEP","1000.0","27-02-2024","Standard","B",NULL,"9.73","Approved","Steel","NaN","18-12-2020","P0099.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Steel Temperature Sensor 29x75 mm""}]","Steel","M0099","Steel"
100,"P0100","Brass Relay 27x67 mm","ROH","27x67","Electrical","Electrical",NULL,"INR","ElectroWorks","2025-12-08 02:09:37.655699","powerbi_mock_aligned.xlsx","powerbi",NULL,NULL,"John","P0100.ipt","A","NaN","A","part_0100.step","NaN","Electrical","Checked Out","NaN","NaN","C","DRW0100","Electrical","Arun","NaN","NaN","NaN","Brass","Brass","SL30","NaN","INR","3.0","Electrical","Under Review","DWG","Check interference","0.61","21-02-2024","SS316","Brass Relay 27x67 mm","Low","NaN","NaN","NaN","±0.75 mm","YES","Relay","1649.13","35.0","82374298.0","C","In Work","NaN","V455","BOX","ROH","1000.0","27x67 mm","Brass","Relay","NaN","NaN","Batch","YES","Electrical","Anodized","NaN","1.13","Brass Relay 27x67 mm","NaN","Electrical","27x67 mm","1764.0","NaN","EA","21-02-2024","M0100","Relay","NaN","07-08-2022",NULL,NULL,"Brass Relay 27x67 mm","ElectroWorks","DRW0100","20.0",NULL,NULL,NULL,NULL,NULL,"YES","A","Electrical","27x67 mm","Checked Out","1649.13",NULL,"SS316","20.0","±0.75 mm","Brass Relay 27x67 mm","C","[{""source_system"": ""vault"", ""source_file"": ""vault_mock_aligned.xlsx""}, {""source_system"": ""powerbi"", ""source_file"": ""powerbi_mock_aligned.xlsx""}]","Low","1764.0","Brass","V455","SL30","Relay","Check interference","Brass Relay 27x67 mm","82374298.0","John","YES","DRW0100","In Work","part_0100.step","M0100","EA",NULL,NULL,"1.13","3.0","35.0","BOX","DWG","1000.0","07-08-2022","Batch","C","Anodized","0.61","Under Review","Brass","NaN","21-02-2024","P0100.ipt","[{""source"": ""sap"", ""file"": ""sap_master_mock.xlsx"", ""desc"": NaN}, {""source"": ""vault"", ""file"": ""vault_mock_aligned.xlsx"", ""desc"": NaN}, {""source"": ""powerbi"", ""file"": ""powerbi_mock_aligned.xlsx"", ""desc"": ""Brass Relay 27x67 mm""}]","Brass","M0100","Brass"
101,"NP001","Aluminum Bracket 25x11 mm","Aluminum","25x11 mm","NaN","NaN","1660.23","INR","MegaTools Pvt Ltd","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","MegaTools Pvt Ltd","NaN","NaN","Aluminum Bracket 25x11 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-01-21","NaN","NaN","NaN","NaN","NaN","NaN","Bracket","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","PO1000","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-11-27","NaN","NaN","NaN","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","348","NaN","NaN","NaN","1660.23","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","25x11 mm","Aluminum","Aluminum
Bracket
25x11 mm","Bracket","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,"NP002","Steel Screw 17x17 mm","Steel","17x17 mm","NaN","NaN","1021.27","INR","IndusParts","2025-12-06 18:02:21.172154","po_mock_newparts.pdf","pos",NULL,NULL,"NaN","NaN","NaN","NaN","NaN","NaN","IndusParts","NaN","NaN","Steel Screw 17x17 mm","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-03-24","NaN","NaN","NaN","NaN","NaN","NaN","Fastener","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","INR","PO1001","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2024-09-26","NaN","NaN","NaN","NaN","NaN","NaN","NaN","High Priority","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","62","NaN","NaN","NaN","1021.27","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","17x17 mm","Steel","Steel Screw
17x17 mm","Fastener","user",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
